# account,total,base,early,referral,loyalty,guaranteed
13YoNWZRfuRDyxJTxd4UYzcu9Qzwq6zd2LFZJkMBFHpjaKSe,98.25,75.0,15.0,3.75,4.5,0
16UwSvXsMWuW6ewxKUYbG1C1jhCgmbHKP1GuzR6PZkK1fibK,15.0,12.5,2.5,0,0,0
15JW8juQHCWWRPpoGQSodm5GjJZSMq5zQnS64tCCrgdCBSxD,31.25,25.0,5.0,1.25,0,0
1bAoGnpypbMhVrMuTRq1vDwMsXh7oKJuAktHVtbjxVAQsf6,15.625,12.5,2.5,0.625,0,0
1HiLauvQio11biLFGXaToguz3fdKQURwVaVsuZh4BmFhvMo,46.875,37.5,7.5,1.875,0,0
14AvtUT48RKdngjoaMvAJb2SuB6bA7H58q4X15PYQkJN221C,26.5625,21.25,4.25,1.0625,0,0
14kmP3jsj4uXMef212uFBBNKivwpwQheg39VZ3wnDhUR8Z6M,100.0,80.0,16.0,4.0,0,0
16LXTwz8YrfcNS7Espe9Age49risX4yWmq2f25gGv8TLDQyB,468.75,375.0,75.0,18.75,0,0
13ihLckLnGGjxwhBr9nZKX6FxzrWueX1KHgCgAgLsstPxFjx,46.875,37.5,7.5,1.875,0,0
13K9pA1ydyzCkZhFc2HMvQsLJYzTKM1imQgDcKtYvfoJiZLr,18.0,15.0,3.0,0,0,0
12HH7cN2DbZ7AhTfcCJ8gc32Awb54sMxXy86xVCg1gaK1RCn,65.5,50.0,10.0,2.5,3.0,0
14GiLJrZbWHdxkC3JjokoPCZD9LbKYFzQtmk7tbo3LXbnhRX,15.0,12.5,2.5,0,0,0
13pni8Mq7Ytv9NwubJXmnn9UCkQmsA85edLo3SnsoRVKdehQ,39.3,30.0,6.0,1.5,1.7999999999999998,0
1Yjwxx4kTWdtjXF7AtUVG1wwYWh6WfqHsf3U1pjx6wjCV8H,15.625,12.5,2.5,0.625,0,0
16huyxTYfmj7aseJYm2JB4D4F63DpfYYK4pbTZNkaMNWwWdC,15.625,12.5,2.5,0.625,0,0
1WtBEZPW7XjnsaxJNufqYyugGCZXzp27Va8fABKVA8JNoVS,62.5,50.0,10.0,2.5,0,0
14BsFXW6As47LnfB9AuTye6TYJck1JosyNCfwSYSoX5wcRTf,93.0,77.5,15.5,0,0,0
15MLds2AkRNFPi3dw9suzTads53tSVGCHi67KWsLW9HFMb7q,180.0,150.0,30.0,0,0,0
14DK9HQyuWeZyJkQnyGLRszXARubba3HHX15Ty4Rb7QmqeCt,15.75,12.5,2.5,0,0.75,0
1unAyUDAKWBLgZN746G2wtnmKttYhnZoYziuEcoJzxjGiMK,27.0,22.5,4.5,0,0,0
15iXwLTKWFXTSbvuZ9jWq1y8dNsCyM98jbj8JeVXGDxa2qiH,15.0,12.5,2.5,0,0,0
15wZpV5H8GsvQpaYvsn5nzH6rsxoWG3bSx2Uqn2z2Jrx4D9y,31.25,25.0,5.0,1.25,0,0
14odUcxg2naD98zjZvmMTM8T9DbujfCQWtqNutQnfUs5PnRk,15.0,12.5,2.5,0,0,0
15MCnNrsXynzEJKhWbEzSsFTE2XF7BJRJ944F2fVSdjxLsav,16.25,12.5,2.5,1.25,0,0
14oxYGJgXjafwSUf37TdTNQrTz74yyan2uaj7CZKu7ZymFXM,46.875,37.5,7.5,1.875,0,0
15YHF2rTGSEqYGpWSReAJz4NtdHC5wS7qqw3wWXHr8z54nKg,46.875,37.5,7.5,1.875,0,0
15VCFXvr8B5fYg9EbXbiWQ4RUWPdKLBfeSv44V22GYQHgHAL,25.0,20.0,4.0,1.0,0,0
15z3V81cJ5kgGqeZKTjME8a8nfuY5MqmnFFpRYr76khPT6mM,281.25,225.0,45.0,11.25,0,0
129ZQ94dAExvPeRmCRhE5uJDu9DBXCBannBE9PMGMQHVPEmJ,31.5,25.0,5.0,0,1.5,0
15SDCHAemeyCi2FitH2AiHLy8yd8Y1obV1e3mdBR35zVpjZQ,150.0,125.0,25.0,0,0,0
15hxcZ2b1fxdb4UXQijB23zQH7VhL6QCpkV9bSdPqfDKqyb3,465.625,372.5,74.5,18.625,0,0
1WetWdGDySuEWkgnzCKzjVTrbegqAqXzXKBxVG6nf6VtP5c,15.0,12.5,2.5,0,0,0
16MP2k8KuEQZkDo5qyGHC7d3SpyT7xtru4g5kvv5eAPs8xTZ,65.5,50.0,10.0,2.5,3.0,0
13jPD8GeLsgXN1DzUvF6oLfs46drPwTf9VPhQQLSZM7ne2DV,31.5,25.0,5.0,0,1.5,0
1esjDuFJ6UfMLADWz6qnK3Ei25Ln7mZTU4Z643jprUpisLp,982.5,750.0,150.0,37.5,45.0,0
14oP5efXdLR8YsA5BAwZx4SjifrdesHCj57vELBrAjgfQYJM,740.625,592.5,118.5,29.625,0,0
15Y9TuU1AnfTuHqwStUuWMizqt9AzSF8nTvJka2Zt7UHx2ye,32.75,25.0,5.0,1.25,1.5,0
13jRdTksuCUCALZnNWBbW4iB7vWx989Uxe3SWTs1yXarymKi,1415.625,1132.5,226.5,56.625,0,0
14jHbzYxbjC7CYGq21szD8XsD6JPRsmcmJcwhhhN44Dm9cSP,327.5,250.0,50.0,12.5,15.0,0
14B5txgWgzmgvEYrVP5m48ZEbUbgAt19696EhYCUBc3b9PoR,16.375,12.5,2.5,0.625,0.75,0
1rqkApLx2mCZKYLRrApMtTsuBx98h1y8D7q7J4PeXmbPsuM,60.25,25.0,5.0,30.25,0,0
16XF5RvMFAFYsKWR5hXCFnumRza2nrEUXGf2ufUGDR2mEU2S,18.0,15.0,3.0,0,0,0
1ZMb4pvDyZq7K5rRTAUckaPSUZAuhmAK91mwFdJ2qW3gCsA,30.0,25.0,5.0,0,0,0
13isBBA2tUyCWoU3NPzvN8beWfTZkVJkMFSmRpYzCLH29UWV,31.25,25.0,5.0,1.25,0,0
15ow6f7wE5JvDgUc4i2ewn8oLmdUiCZFERHWRNLvHYq5VDGR,123.45,95.0,19.0,3.75,5.7,0
15wi4f65q3wqhvVrt5qrzENFjKZ3cAXL3SopdqeG3eTJLcJy,60.0,50.0,10.0,0,0,0
1LG6i7RLJoqwtwSGgCNxpXRPL3v5hJFMNeaTejJ6hkXgxno,63.0,50.0,10.0,0,3.0,0
16XdaSmbc3z969bpjJzpZydC42wPVMT9ttJMqz9KTSrpboV3,165.0,137.5,27.5,0,0,0
1ng1coq6AUXFQPzV5rYb2kvK9x2DN8Vmm88oVzqC39rJn41,16.375,12.5,2.5,0.625,0.75,0
1685e6k9Va7CdRzyYzxaHJW7MtY1caovK8UA1Q1Mc38a4gx5,312.5,250.0,50.0,12.5,0,0
13MiPJ7EHumemRFqobMxnbRvRaFLMC8MooGB1PA3ZPjsCAgz,16.7025,12.750000000000002,2.5500000000000003,0.6375000000000001,0.765,0
13BKxZfE3kTQ7Q3WeC2Jh29F8MtQr9Ht17czYfhgjvhZ7fd7,15.625,12.5,2.5,0.625,0,0
1jcG47iCCGjsaSyTP65v8bLw7GazfMaCnK9LUBUPWmUaLsK,360.0,300.0,60.0,0,0,0
127EQsRS1C5UHZjHbTDk1LEXh2cessogUdM9HMsd6vXHFbBX,15.625,12.5,2.5,0.625,0,0
16SeKGQkWCwhX81FoTEvBWJaKqV57pZH3hgqMi3rKMbHZ4am,63.0,50.0,10.0,0,3.0,0
14BPJD7paxF4HsUjXw8vZkjU4NpUFTRxgRKubkSKcgKAyNGH,163.75,125.0,25.0,6.25,7.5,0
14r89NL7YhWyFCjFiX8h1P1RVRe5KbBovaoaQkuiw6fbogQL,186.92104273440003,155.76753561200002,31.1535071224,0,0,0
12hL3dX81tPgQ9AjwbE7iLqpYDnNQgB1wG4BdoUtdufCgpfH,655.0,500.0,100.0,25.0,30.0,0
164jqXne2F5EjiD4KfY7XFZG62ksTSE7sk2EBU3iPDu25YKr,60.0,50.0,10.0,0,0,0
145tDh6J6WFfCQtyP1MPsmL295a3w6bDEW2tWJf1jdzJzocc,40.75,12.5,2.5,25.0,0.75,0
14g8srcZBaN84vEJqxuXJAVcbtUDunry8ZbukDcjziru6iS9,655.0,500.0,100.0,25.0,30.0,0
13j8eyqWHx8HWpfh93PvAV7Lo4VXErkFpocux4h7ofkMWgCp,312.5,250.0,50.0,12.5,0,0
1A19obvnrqbjByRgcha2mX1CrJ5UULpFtf8z1eBhTcm7Fkh,15.0,12.5,2.5,0,0,0
13QmocMuySsFxbcBo8eDGrmBxkDV3QtmLp2tofphfsfcWpDY,600.0,500.0,100.0,0,0,0
16AsBK64PEwXUmSNkYE7V36KwgcMMDHou5Cx5ykL9ZpakMyR,40.75,12.5,2.5,25.0,0.75,0
12puME4RX1xxZXCsypo5Lr7ZDPr7HmMvogHXpkubeshdVJHn,21.0,17.5,3.5,0,0,0
1R5PqN4PQjUx7NKYBP4ryGwGoGNQRjh3oJFm9Zem1dFCHPL,98.25,75.0,15.0,3.75,4.5,0
1jXyhGoep8qttt2STMXGXGU9t2sJiVqYe2piEHHbgk2SZ2Y,116.2625,88.75,17.75,4.4375,5.325,0
16ZyBtk3tpkf5NPEzbP5e3oDUKVTQLH89P4LNmjrByu36yh1,640.625,512.5,102.5,25.625,0,0
14K5m2xeiFop8DoBpdxwZH6Y7graBFHJT7qceyaW39gEfTrz,1181.25,945.0,189.0,47.25,0,0
13rg9SrqUpjK1rp6vEX5hJwrcmPyaqpkpkeEzN844WJHPVUa,77.1875,61.75,12.35,3.0875,0,0
14wcJdBayNpSxCb4n4qXejLpTBLrS8A1YG86MoAczMssM2DN,40.625,12.5,2.5,25.625,0,0
15zJ3KoSw6K9LecBo3V6ZU9pkZcJQukoq2VoR6Jp5ZUVK1U6,187.5,150.0,30.0,7.5,0,0
12p4y1cmpTNeEfS2RfgT7QHD6zPXPYrVbQDh2YreCAzmM8uB,225.0,180.0,36.0,9.0,0,0
13GdewDbgTsQjXg1AXB7NFKQoHcHNWxrcQoDG7m2md4q6jAU,78.125,62.5,12.5,3.125,0,0
16V2GYecdypXsFkjqsN2x1AHqpza7BFNsnFpRRzwdwr9B2zN,163.75,125.0,25.0,6.25,7.5,0
1hHQDC3Ny1n43phJGW2fL1i89n1obUDFSGu7RAYBw5txQEX,60.0,50.0,10.0,0,0,0
15rDTmzuLh1PVnQeXRBEvxatt7bfSKsyi5JTqS3ttRuk53XY,76.75,12.5,2.5,61.0,0.75,0
14qwMn7ug9JKhEJv6pgzYhv6GKWpfHBR4e2dK9kfSRGx3DYh,156.25,125.0,25.0,6.25,0,0
15Ucw2Gsc18MPAJtCojBwmm8C8pv8zSDgaZ4hM58hfbCepMD,15.0,12.5,2.5,0,0,0
16V3a6kt9pNY3iKb66vxUh6ZvKePNjsR6AhMwBPaqZXXKk6a,77.5,62.5,12.5,2.5,0,0
139Y3VTj6GoLEn87GfWSwUQKSU78c6tBifyLv2Bp6bKfrzYg,31.25,25.0,5.0,1.25,0,0
1ecs8cnm8LiBH4od48LHy9R8dg78MUqHZaCxxZ6uBFrpRYS,625.0,500.0,100.0,25.0,0,0
13uV2EnJHbzBxZVwmFZvgngxmiUmMzJ9Wj8pzSYP33BKgcER,72.1375,25.0,5.0,40.6375,1.5,0
133LnUbycKd8oRZ4emrb78yfHaq5Dw6Hhb7rD2LZae7Kye6N,62.5,50.0,10.0,2.5,0,0
1ESUGJSLqD6QQDhB5qTorbW6xwdR7inidM98rx1sjpJzBeB,124.68750000000001,99.75000000000001,19.950000000000003,4.987500000000001,0,0
14cxTZANN3ke9Mn1vuvS3CsQak67Ka1zW86xMb3cTyrY8ErA,30.0,25.0,5.0,0,0,0
152kh71JG4PCmDqs8goEMfzn6SQfZNKjkmRW14CBPPokaE6W,250.0,200.0,40.0,10.0,0,0
15oNiX1ELfbd7Uh7UGCg91YYeoyJ1npN8PqQKjX88YHcBeTc,96.325,75.0,15.0,6.325,0,0
1dwHH7P9MiDCHxwDH2FA38cPdJ4qNuSiQ2MgUjDWXv8xhG4,75.0,62.5,12.5,0,0,0
13jToC2kXCQRXkmQaq7tzdp1KiKJ3oDvkLNMRRmSMPnK9cSK,150.0,125.0,25.0,0,0,0
14m5srhWvXjZKqve3pYmn84tMRMn8zMGdb4QTRH4Sz28bni7,18.0,15.0,3.0,0,0,0
1L5mYGuB97rSyqh8CH3384JUmPky1kwRxL7wphCrBVW9cu7,25.0,20.0,4.0,1.0,0,0
13GJb8vRwBFzrsMGg4QkVoXrxr8ADVS2aEMyPQK7uXveMTCK,15.625,12.5,2.5,0.625,0,0
15UibaReykNkLniCkLVjhUbjzRfwJsKeVJ4xmSio6H1YK6sE,15.625,12.5,2.5,0.625,0,0
14XcC4N1rCZGchxw4imeSrdGNUkMicwK4976mVcSPuQkySRV,93.75,75.0,15.0,3.75,0,0
16QMkyGa1ypWyhiyTHCtdUYBG2ru2TXdGxC9E5VJpdUSaJwJ,60.0,50.0,10.0,0,0,0
11FufVo4MXEqaMuEE7eWDV1qLS1Cs5kXRsJTYXG67VFkMv6,15.0,12.5,2.5,0,0,0
1533UD8tFYJBPFtkpS59YiUcSVo2aqPjSWqeb5Rm4QqyQD2F,30.0,25.0,5.0,0,0,0
14p6vRmmA6X38if6vypur8B3foF3SNofSrNrvA9DVHqWNStW,30.625,25.0,5.0,0.625,0,0
14aSshGMdX8Wk5HAksbTbSVzQdF28Neui2hNQ3S54baQMKko,297.0,247.5,49.5,0,0,0
12TbvSthsSo6kon2U4aFnywa5RVFND8oK6KTenA2Azed81Xr,1562.5,1250.0,250.0,62.5,0,0
12y4aEqZeAcnjaokHpP4XRHRqzDe868frZ6nYCMCKrLS9eaK,153.125,122.5,24.5,6.125,0,0
1shmixcboTbfd2nN2j7X47oyPn2eYEDXuQPCDn6QX8q4ndY,92.5,25.0,5.0,62.5,0,0
1gPS2rkEPc5XUMkmSDUoc3WLuV4dzGDwMMn98h6bmhoTSfe,78.125,62.5,12.5,3.125,0,0
13aV9ZvRFuYLMubJZCiHm5271PV1tHFGLCfej6TFfZrVHift,15.625,12.5,2.5,0.625,0,0
15kTejMfv5mqXmTB2JkMLtD6w68HAhSa6nHv6TEBw5eo3fKV,15.625,12.5,2.5,0.625,0,0
13DkCGJ4jya9HbBrXNUHF2Y9sA8PcriESiHyU4v4Gh1QL7CP,32.8125,26.25,5.25,1.3125,0,0
1eY37kyYvzYZimDogBPRiozJbYGLy9jnobyBFt5qcqV3TCG,81.875,62.5,12.5,3.125,3.75,0
14vuinxbDekjaBNKRM4HtR5aCyaveWXMCZaLG9kCtAtz8RhP,150.0,125.0,25.0,0,0,0
16M9UEc1XsyPNTRQczz1HKaUztxTwsUBpVyCzjchf32d4889,15.625,12.5,2.5,0.625,0,0
11aGYVajEN7urZdmk9M7S3YRnqt18hgDwFW3ESmaNsE2Mr4,18.75,15.0,3.0,0.75,0,0
14JyQ9onyDYt4CKhRdZQ2meuwz1TwcgGa1Mhy4GDw6GEBAXv,15.625,12.5,2.5,0.625,0,0
15B6xHJr2ZbHnbaRkihS21yvRkn4vYotA5h4ZbbTFuLBnUKv,50.0,40.0,8.0,2.0,0,0
16knsSkxooYchNabmP79JPBc36Psdcia4tg6624GB546mvDB,519.625,25.0,5.0,488.12500000000006,1.5,0
13Yk9qCbjV85QVpyYZWQZULLvHmktpKVu1FsdjuwKHydBa8k,30.0,25.0,5.0,0,0,0
13pULPetZN9XE8nQZ216pRnT7YmhziQ62zoVJ4sE3FJ59unm,15.625,12.5,2.5,0.625,0,0
1qEZCtkbYtd6G9W5Vdk969ysqm7zbmB5bhztVVjZNHLWUgH,15.625,12.5,2.5,0.625,0,0
1bAJ1H1yyHgVZAGqfqwJuoAbr5ZC9mrjXbS7XL1gw7mxVjq,30.0,25.0,5.0,0,0,0
13x6f9E39UD4MsJxSycJDMJbKyU1w8WWc3atmawj7AeZTZG2,31.25,25.0,5.0,1.25,0,0
13fz2VNQWk9QiTEPMKjzxoYjKeVX5yctj9WBhkTsQhcxuLVX,32.75,25.0,5.0,1.25,1.5,0
16MBbKyaTTs2jZiBiBaU1xph5VNStSyH9GmEa1QfA3fzsBwn,252.0,200.0,40.0,0,12.0,0
14j4SVLGXLWeptxgaGvEPpwDTQ3kMi5DKVY9MYBoZHLhFRWr,46.875,37.5,7.5,1.875,0,0
1got2QxVB1mdnWHZ5onsNaHD7u8R6G3B9wGmC5a43iCXHjr,312.5,250.0,50.0,12.5,0,0
15YPkAunG7ndH9AgVRrYDfSYB3s39MHtY94pT5V39ZcbVYqa,296.875,237.5,47.5,11.875,0,0
12xtXEvhKv7MGgNNDBkpszWtRyRvJw7UJSxWYeLQfR51Jo8q,90.0,75.0,15.0,0,0,0
126kbeVG643ZDLJp5UYihG7WQzS2BbsNaX8yxtaCfRS7UtQV,93.75,75.0,15.0,3.75,0,0
14iM1ZmgmKxaDd7tTuMNn25BUAAnX7LVyxHz39MqdmEjJjDT,450.0,375.0,75.0,0,0,0
14o46rLoqbGjjdgcistW8tHnpFecNBSfmUnFxHwN7y1cn8C,38.75,12.5,2.5,23.75,0,0
163MptPd6YYHLs6FQuKBZCsJN4cUZACJgnWSomvBvFwC7wJW,15.0,12.5,2.5,0,0,0
15z5FFaBgqDdk58reNXJyuV6ENas8tse6HJAUNAkqebL3V7e,75.0,62.5,12.5,0,0,0
14EPwyWL3xjHSqZLkXkft2XwoMgsdVHn95Uxx41pBozKyG4X,94.5,75.0,15.0,0,4.5,0
16AJPw7qzYtzpkoGWXskK3h7dt213PSrCgN2WXBJ2aDWjmxm,34.375,27.5,5.5,1.375,0,0
1339cAWxhXwxLfHqzpG16fsLdUt7uG4GAFkThT2mDNa9qoU7,300.0,250.0,50.0,0,0,0
1NQqqkReqiPUgyu7WWXP6Sqvb9PC1XYaGESi5Mg3W9un6s6,147.375,112.5,22.5,5.625,6.75,0
11KrirRPzNtcGU6s2sXUgUP27ALuSNjwvt7i3NE27qrpBs9,21.375,12.5,2.5,5.625,0.75,0
14B6oMcY3Ym6pDzRycCEgaT1aymGYtmT7CjUQyJynCBeAubX,23.4375,18.75,3.75,0.9375,0,0
12joTpcVv7s9qDJ3kosCNd8BVWdH9pgm4ijjiC1W4Nrk55F5,15.625,12.5,2.5,0.625,0,0
16Sy97bSg6L3em3TT2RgaiStycKvKiuQ72PNYTZdhPkLZprE,30.0,25.0,5.0,0,0,0
1cEbxKkHSPnHWgParveiPdrrPn4tAZyDSbEVXxzpuYi2yyB,229.25,175.0,35.0,8.75,10.5,0
13QqT5c3mDSLLHCocnwe6YnjfB2yzVTR7qA7ExUPpbFSCtZ7,31.25,25.0,5.0,1.25,0,0
133bQtUYJTfZtvGvagavXKtGhGUam8vxuVuYXnmUgNkekADy,90.0,75.0,15.0,0,0,0
15SG48UzcKwAFBZoKBdvZTn4sG1Nvnsd5PWWkHuNHrPThnQC,15.0,12.5,2.5,0,0,0
15rpn1Ma2Y17rKQNrnd99V74iXSGGgnd42X95kWtoQ7dYmTz,234.375,187.5,37.5,9.375,0,0
15g8aFeTAcA5FDVkmdF5eiBA5kDowVdGK8W4ZVk1tPUEGKGB,312.5,250.0,50.0,12.5,0,0
157ksDSa9P6iCjkxSD2ZUynAj4ed8dM2fA29dRPZpuE9Kz2x,46.875,37.5,7.5,1.875,0,0
16Syb73R3rU1g6rNZz9Gb9pgUPncqGSnUF1CAaRwJvzuxzSr,150.0,125.0,25.0,0,0,0
12EkYvuD35aKp4JPscSm1yR8GhrnXAYkG39pbtsQXmBp2Jr1,15.937500000000002,12.750000000000002,2.5500000000000003,0.6375000000000001,0,0
13kyKGHHjGJL8sgLQ9kLmbJtUFtz5spV9dj3e5doC7gkF4qr,60.0,50.0,10.0,0,0,0
16mCjoSec1A8y2FHjvPH3TEsuJ3verrm6zrysnJkJSEEHdN1,15.0,12.5,2.5,0,0,0
1TSaANiXBGHqTtXBfMwsNz8uLBRtPW49hE6mfmNzpvkEr7x,15.0,12.5,2.5,0,0,0
13gwfxnVb426NkLwWTV744tcyznzgGJaxwPprQj9JDi3hBcv,46.875,37.5,7.5,1.875,0,0
167ZefroAh1DREuHnEptetJeo65tGbph1DZBaENE9qrJQoda,93.75,75.0,15.0,3.75,0,0
16Ufhr1yCaadY34acMJ6yiYi58DZaKphgceBiXPWKnUBTqjn,3006.0,2505.0,501.0,0,0,0
15KJ1VGUWsZqLjRfsJMMmpcgqaxWyZh4679krYB3WqnuYnCJ,311.125,237.5,47.5,11.875,14.25,0
168FDMKu3M2Gvw9qC331yxj63XfpCe3Q18yaGFmFo6SrD4PL,45.85,35.0,7.0,1.75,2.1,0
13eAYGPexKxi4TNU4sLT3nsmBPDHFzuNuhFSnTzF6Q6AD8fS,28.25,12.5,2.5,12.5,0.75,0
141NRYSU2bEwikXkR4FpXCUNY2nFmWqTF484ksesx6XqHiGh,109.375,87.5,17.5,4.375,0,0
13gmKDNxo15HD4aS9fMJv1marWRswGZc1pfczG2Sy7ekx6DX,78.125,62.5,12.5,3.125,0,0
12p9B8CghAmpoJ7fJfCvCkwa7Jn1xjuW157g6shFoNWG9oKa,234.375,187.5,37.5,9.375,0,0
12vHQQAzRF55LBoxfpy9zNbSdmB3ertMnQaMmHm3dEg6WsuK,122.5,100.0,20.0,2.5,0,0
16K4pnAjuQtAnTEdaJE5hn8rAKBZfPMCAT3JBftBxtX8kkqt,15.0,12.5,2.5,0,0,0
15CuKgsmAoFXmnxqh7ywyrqkTHHFcwHeRbEP2MeVzQsdjss6,15.625,12.5,2.5,0.625,0,0
14BnW9vyvsTWjz3aEyUBNrkpAWfXrkUzLe7cR9KTU3cM3dze,78.125,62.5,12.5,3.125,0,0
14SothhRGsjNKDjNTk95TDyCA6NUHVufNTc1Y3XxKinxWVV4,31.25,25.0,5.0,1.25,0,0
13BPj1SztQ3JEih5T8beVzYNqFX1sgF6Uwna1sbwiSykm7Vd,45.0,37.5,7.5,0,0,0
14j7LpEk2nU47bS5y7oyBhsxxJc9pq8wE63YgdXQieJSEiPy,15.625,12.5,2.5,0.625,0,0
1gn8hDPuGrv5EdKjewvCbS3Dx5Mig1NhrwZF4nDN6icDL14,222.7,170.0,34.0,8.5,10.2,0
14uSLiFSxz6vGQaKTLv3Zr1QeXynoG9hiGfpQbVW7R9STMfj,32.75,25.0,5.0,1.25,1.5,0
1EHP8FkkUtonHuWtFJs48Sk8tjWYaXUTNimDAERLD5Ja6UP,15.0,12.5,2.5,0,0,0
14dn7zXbavHg9ZeEzsUyvg22DauAKHEoLVqjKQ26JQGjfwJc,167.025,127.5,25.5,6.375,7.6499999999999995,0
13g5bXQqoNsqDN9rvQYUFrKaGN4o37pyvnJ9Mxfv7wKZZTvP,28.35,22.5,4.5,0,1.3499999999999999,0
12YAc4E5KTTwoECGg5a36bXWZU29Zy88wohcoxwCXvvFqBay,31.25,25.0,5.0,1.25,0,0
121TxEfsxz1bwWK5JA4kQ9Pc79kjVJTAjEvspDmWTquke3yN,187.0,137.5,27.5,13.75,8.25,0
15rna62XWsA6cxL5ke76QPmfmWBNNeUpF4yv7419U2LZHy88,185.75,137.5,27.5,12.5,8.25,0
