# account,total,base,early,referral,loyalty,guaranteed
1397R5TJM2mfeLcueoWc8ZsZdPapDJp5naCRMK3kBZ3qZevc,1562.5,1250.0,250.0,62.5,0,0
15aySJqgE44WeS9GnfZ1Dns7LpjQFB9R9SbiBVYdeCPyN1nF,46.875,37.5,7.5,1.875,0,0
13NYD1m1EPgZGuT3UayY8rNoumrepyP8Cp63gLB7f7spUPZg,1625.0,1250.0,250.0,125.0,0,0
13VQNa17yEaCwThkSZkhHNdCDz9DoDjo4vETx6uUwFa4m148,312.5,250.0,50.0,12.5,0,0
1YvYe7yP5SbPCToKYCfX2nBAta29XytYrUxMx31665z2sEF,1200.0,1000.0,200.0,0,0,0
143e5k4pSbp8x4TWje3DvKmiehJicj23QeWAtLd32N91ifRo,31.25,25.0,5.0,1.25,0,0
16MfNGBxJetj7k4sbePCknMqVWNFxVghhyqJYKxKKj7sQwCZ,32.75,25.0,5.0,1.25,1.5,0
13NHCXWJoQwTqgSA3T9WHuDAVBgStKVot4XupxiQmn2HVfAM,31.25,25.0,5.0,1.25,0,0
15BTmxPbNDaraQuVUM5Q9GtNiXzZe7UHigLRi8wNDkuubdoP,468.75,375.0,75.0,18.75,0,0
12Ewwe3jAtA5s83TSvax5brTStLX9vvqTc1KKsSYFA8QAeoD,34.375,27.5,5.5,1.375,0,0
12vEhTCp6eBqFSBdx5PDsNseQV7Cwiovzg61KE4im7PH68VB,125.0,100.0,20.0,5.0,0,0
13RBPXSFqRZqzc3EX7hEroTx5cUHTvr1Q2stmC6S9zuZg8wz,90.0,75.0,15.0,0,0,0
1uiLAKAH9t3DAruwgcK2tWrXX6XEfNskz2j4L3B1vSCLmgG,465.0,387.5,77.5,0,0,0
14fqZsueySeNa8WAsSdryus2a5jQ7DCKuHcFTH9TyKQvAQnt,15.0,12.5,2.5,0,0,0
14W2ES9odcXtJ4HqZCFcrof3FkzYDs7mbt38BPpGcoPfYsmx,81.0,67.5,13.5,0,0,0
15fVQ3mGUcRUiPAE8KAYCUMqJHe5PRzxuxoCnRrFhQWn4HnZ,31.25,25.0,5.0,1.25,0,0
15BL1Lw1HwdepxeSQ2Q8R1SXsxz6qRkLbASnHYCvFC3zbNXA,62.5,50.0,10.0,2.5,0,0
12YeQjCXcRPW92D9FL6rUJ5RPxY7GB5xom95QiSV24bw3DG8,187.5,150.0,30.0,7.5,0,0
1LE3LBkifSqDauavkRQih1KdYtfd3VjZKaRc4KhvwqMduaN,31.25,25.0,5.0,1.25,0,0
12zvTh7H3aw8oXUDQURS717guVsjiFV1wyFfri6FNf3KeYNr,15.0,12.5,2.5,0,0,0
14Pt7tnUbccvFvX3ko1iQVjbZWWvBubj7HuuLaQ6ikgZ8pJK,30.0,25.0,5.0,0,0,0
15TGpf4HyF2L4ixCmLw6wv2dGfPy35JwMYk7mv3qgaL55C3c,15.625,12.5,2.5,0.625,0,0
1NHBdd9PNca7hf35oUvKBS1juRrUppkHvXJMNqhPoAuXWWV,30.0,25.0,5.0,0,0,0
1USPpVeXyAdeARnGZrVzpUo97HCazFdzB3kg6fMqaddft19,225.0,187.5,37.5,0,0,0
14opexi6tptqHjXNzsoRcX3DBw2LUTCUb7VBeGfa33myj6qT,150.0,125.0,25.0,0,0,0
1hAhzD4A6qT9csqNceG4zK5QczBc7GpCLaiVNZaJuPjs3dc,93.75,75.0,15.0,3.75,0,0
15SSpYSjuh2GEcp8mXVCCFWRA7KAmVrxDjzDYFUiViTVBRbZ,156.25,125.0,25.0,6.25,0,0
1ExarTiV9EsXi7CkR2MKDazNZMLTt9ndCX8y1Xu9Q6Y66uZ,90.0,75.0,15.0,0,0,0
14uhU3UJMuBLcyog8WdxxRErf4Jr2VnB9PEqe1hRDKtHoTCV,62.5,50.0,10.0,2.5,0,0
12xqqV46mnUbAbqSmooD9bWw4F3JxtceH6gsMMNhTnojkaL7,156.25,125.0,25.0,6.25,0,0
12Ts45aU3wZHWLoLvXbrGPGR9joU52DMbEVqbnRcWCbVUKxK,21.875,17.5,3.5,0.875,0,0
1hAwm6oYSm37KNSEs8yq9g9M3Tq2HXBn8YqgXZkeUfXnnto,150.0,125.0,25.0,0,0,0
13Vb9LS37XPUZxNw2XsuPBochuckDfeRkA4oLWHzrhrLm4qh,115.625,92.5,18.5,4.625,0,0
16SK2ZoXX3K5dWqG3VjBb616tqJ1NRGGDnVsaM6KST1r4m1D,30.0,25.0,5.0,0,0,0
14ED4LazifnrG7YoYWa3bxwFEmPhDibTdQ6fX9aU19obhN76,78.125,62.5,12.5,3.125,0,0
112KeVwjtRnKwCRKUxLDfxzzuk3V6ZcnJxto5zZF55Tm3Dg,15.0,12.5,2.5,0,0,0
12F8F7JqRgYkjyMT4H5Z2VUnKqjnrBG6UHhaQU3MqKqbwsSh,15.625,12.5,2.5,0.625,0,0
14YcPBTt4y9ZiQhSHQ82tZqJYQKvLgU3eb8D464fhPestrwt,52.975,43.0,8.6,1.375,0,0
12Eik7FKjZcB2LV5e1w8evbF5q7zC3kkNXivxVhcMNgREexJ,150.0,125.0,25.0,0,0,0
14rzFsph5b2141fGvWoGj1ppqzCn929H1BJhLZ3fDbFaDNTu,15.0,12.5,2.5,0,0,0
1HAuyavXr9bMASsMotndCQpZ6Nj2YpNcrxE9MDuwNMiF8ng,81.875,62.5,12.5,3.125,3.75,0
13GvkroyTy9D9pu8ppXJLaAFAKmmq3GWeEw5NTkD2haDavNS,62.5,50.0,10.0,2.5,0,0
15SPMV48Wi5MNsoZiDT6n9fFBKKB4qLZCBob6SP4CDRGNJQD,60.0,50.0,10.0,0,0,0
1jQZeci55MiPqAqw31AqSyLsEi6YFCDU34Z6r2EDiZe7z3D,25.0,20.0,4.0,1.0,0,0
1eQWnhBZJBBREh2MQtrLwLRuhMbCzzqjqQVRodyLyBhjiU1,32.75,25.0,5.0,1.25,1.5,0
13Try3TPfBc3tAXm1bxUPKqGRSMF5fCtwhLec25tS3ERWcfk,15.0,12.5,2.5,0,0,0
13Y5wZZLjmRGbwVaJP11txinV7eeEZfwgTm9AQPQi8116wWu,31.25,25.0,5.0,1.25,0,0
12YrYvz1CduZ1Z4vWTv9W4uXsyTqdsBKSp1oZAUcRCnWGduR,15.0,12.5,2.5,0,0,0
15u3zEk1Ahe39etEmioKeHXqzr9MGqFBA4qPaXZcaBCDUuve,15.625,12.5,2.5,0.625,0,0
14gVLR3kd8bYp9Hc6DuB7FfCtBNwk543EGe8uT8C2Rn1UWFC,58.275000000000006,45.0,9.0,1.575,2.6999999999999997,0
15S89u9P5zcbfvUfQjGdryzXATCcpfqZFA81TCQHnG7o3cua,62.5,50.0,10.0,2.5,0,0
1L9FoXtELFbagJcSA6rBt58emFsaw1wzQjULCeNMPYztYwC,32.75,25.0,5.0,1.25,1.5,0
1Wh6TdUB2QZAU38VjjbWD4MewUeckgnyU7hm5woRndwvC5k,49.125,37.5,7.5,1.875,2.25,0
16eo9gBjnvuG41zNQT5RRX4QhjUZzs59jX2q2kSsDtjhdWmS,156.25,125.0,25.0,6.25,0,0
16iFncVwrXttomSJBss3TQNNPDEmCFY6rq5o6a5mmN54fBQa,15.625,12.5,2.5,0.625,0,0
14DnBuA7Qt4ZywXJ2pWSG8AtMcAWNJZzRJHeF6X7xmAxXQmE,3016.2878,2500.0315,500.0063,16.25,0,0
124VfXzTjfBp2R9T5oqrPQeCCfZ3Q8VnjBB4ZmtTQk1dBCoQ,31.25,25.0,5.0,1.25,0,0
15oZczmk8G7vmnk2U6NwomTvQvfBSZSB3TuksskxBfGonP8s,15.625,12.5,2.5,0.625,0,0
14u4vTMQaQz12i4QcAGz5NNVCjEmYpTqdjU1DBbvVB9Bipwy,32.75,25.0,5.0,1.25,1.5,0
15Dg5pisWptiHRXpg88cav2ChQhBCg6PXxjekHUaBgGDwBbz,4500.0,3750.0,750.0,0,0,0
12E8vuw1iPWmx7xoMgfNZj3oynSSCDBTHD9ukDyNUrhwFV2i,31.25,25.0,5.0,1.25,0,0
1baGpmo5ifVjXaX5YKX1GzTdu1og734VDmaPEds9C8ZED5g,30.0,25.0,5.0,0,0,0
125wNWS5gHrATcD5bprpx1pokRkRh2VBRXru9yBta27qPA7a,450.0,375.0,75.0,0,0,0
1bc6jrktnLrUrBHbQBnCUBGquNCpsQAtGTuHvgt38ULUdLc,31.25,25.0,5.0,1.25,0,0
145TeBftxVGpATMgWLkFKjVcgseTrVeYDJbayzv5vkN4uEzy,30.0,25.0,5.0,0,0,0
14GLHN4KnsQuvnQbnus2F7GFty8pt8wV32z3J3i7C7JucStY,312.5,250.0,50.0,12.5,0,0
16ARfwdiQL5ZB2ZcT9Lu1jZ5fDxi81dK7CYidPNKEDxKNRs1,16.375,12.5,2.5,0.625,0.75,0
13E7MUWh1aVnhnR7FPZtsiymPx1evmLVdo2h3ygRMPhLi7Du,72.5,50.0,10.0,12.5,0,0
148zPREJufeWjeXtfxwmNL9dXPJb28Fs59ypxY561HNrWqDX,15.625,12.5,2.5,0.625,0,0
158hLExKbuZjJrC2vqwsbEezxnNSbjqRrrPkg6uPbbrRac1X,31.25,25.0,5.0,1.25,0,0
16P78JbzZmzQriTJxCtViyRWBP1iS2zCkpurtvSrZzMzYtmL,30.0,25.0,5.0,0,0,0
15qsr4shBRhPuPrQnfN9syNmD7tLVL1wcfinujAjVWD6C7Yn,625.0,500.0,100.0,25.0,0,0
15SPcmaqW5yBTBzmUKkK6gd95cESVwWvDKmYbsJRCSitFECk,15.625,12.5,2.5,0.625,0,0
13zvztdTwgfLrC9Ratipuu9o9iZae49eXJV5E9QdXcvd3nJJ,31.5625,25.25,5.05,1.2625,0,0
13HJ7kqenNEgymH7mNiVFsAUjJpqhD7P2eGtAgzUDvfVkmvY,45.0,37.5,7.5,0,0,0
12NW5ZDR7vBoRJdRr3s3nau8cBBCeRZmWLPqz45DSj2Eu6e4,925.0,750.0,150.0,25.0,0,0
14VpZK8bUpfLmzzHuJb5opgGktfCE1AyGEMcCzUp65oG7aeA,31.25,25.0,5.0,1.25,0,0
12bPxGQxfnsteDQ1Xc2uXtsiv14rk8b5CuopER8rAF4nFhdu,30.0,25.0,5.0,0,0,0
12U61pAGCELD9pcQLWxiRMW2vUKug4Tqujimb78m4oZsxQCh,15.625,12.5,2.5,0.625,0,0
15JwHQFNPjtqF5VJKAPyPcP9z8UNvgbj11cpsTFDDc3t8ASf,30.0,25.0,5.0,0,0,0
163AZADwuQzpRqjc5RWFrSFEk3S7sKzKgdJh23WEfbp7mNAm,15.0,12.5,2.5,0,0,0
14SrEpkM2ooD7LqMmJ7kmvjRgEYr6qG2XaY7Eo4CYDm21moK,45.625,37.5,7.5,0.625,0,0
12pBUpGkdaFcTbe5yDfbpxVSNxiwVus9g2Y6dD4nhMmRV6QS,15.625,12.5,2.5,0.625,0,0
13u7yfm5cy8mg3JyFUZUt5yTTJfLudZnD7aZ2dDSp419c492,24.0,20.0,4.0,0,0,0
1uxfDP2YJu6xoV8pXPnejhNPHnYTXVVJQBg7GdcqEhhCaxQ,15.0,12.5,2.5,0,0,0
12ans1vFHBgrbbKZTiH25bWmPDSbAnWr2z1JAM2nZUYLGGB3,88.425,67.5,13.5,3.375,4.05,0
12zjcnr39v2Mm8PwsJe21bfFRVChhXexPTq8MDR1kQGhk5Pg,62.5,50.0,10.0,2.5,0,0
1jXS1eKS9K9rBs6UUbxSbMJRPxLbZGGDX6FVY1D9AfWNZ8y,171.875,137.5,27.5,6.875,0,0
13g9eECwXPSxnFTqGvceUPxAh6hZEJZQTfeLDBJXunRqvFZq,31.25,25.0,5.0,1.25,0,0
15ogeCooShimdm8v6GQy7eEjYR3ZBGpUz6EhZ5cMb3ik8URw,312.5,250.0,50.0,12.5,0,0
14VX7gQSDY5KFGeDJffomAAuZBoHazeKbTsXEjvvuMJxXec4,15.625,12.5,2.5,0.625,0,0
14bGZbMs3TUzNXoUbddQWL9YyyauTAa2ihFDcCJDihw7bjD,30.0,25.0,5.0,0,0,0
13bjFNJ5837zynShATZ8Uwyh49ehjXyfwrmCo4Uh6XRvuZDF,27.976499999685,13.274999999750001,2.6549999999500002,11.25,0.7964999999850001,0
16VHu1DYXzeP3GUSFzMmNYbfpqJVeU6aZLZ1C7uUYvXZHxx5,31.25,25.0,5.0,1.25,0,0
14iUWk9Bum8JGj4JN8H4FN9RMvKE5Uguba7tMviab2BAskm3,15.625,12.5,2.5,0.625,0,0
14dK9YPn2dkzAb8fd7gh3oxV4LwUb5G5h7GbbRF2pCXyetrq,15.625,12.5,2.5,0.625,0,0
1CLx3PqitqP1TctbnwjLiUW9ChFnQrJA6mdhCz6KrLL3FBo,30.0,25.0,5.0,0,0,0
1sNBZpqMzR68HGr5iqVvHz4gVqyo71czkdi3FuGtWpuprvQ,98.25,75.0,15.0,3.75,4.5,0
12W2J4y8fhrkppX5YhYCHD6s7tUb4NgViE7YsfoMKS59zdVW,15.0,12.5,2.5,0,0,0
1xiwgJ1CPhdn2Gx9VFp5zUL61kxHf9kmetriPYPZG5edJMt,150.0,125.0,25.0,0,0,0
15tge4dhLYenMCU9SpW5R8NZV1y4W4eJ91bmAEyNA6TCmhsv,15.0,12.5,2.5,0,0,0
12YLsa7F4VXf5dgnikp2e6KpNJMUEzhkpwZhqS2uovHkUdHv,32.75,25.0,5.0,1.25,1.5,0
13pJTAncg9xgrW7CGX8G6mxubena3BGQs2AEGn6CSCXygo1U,15.0,12.5,2.5,0,0,0
12xcE9wiHeoU5YhPA685uLHz27z5wPmRy9cQvCwc3etgGeKq,15.0,12.5,2.5,0,0,0
121jK6bqdeBsjWXLKpxMgLMAMkvPAh2W4n7qtENKPBN1RseA,32.75,25.0,5.0,1.25,1.5,0
143wJP21razGnRoK6JVFjQq8DLLXERheYNu23Skf51fMNoXQ,57.375,46.5,9.3,1.575,0,0
1WxARSUZcR6JFs59eoyFRKrRVijrvbiYd9u5JAJYwGizTBs,15.0,12.5,2.5,0,0,0
15rETVdaQP2rmVwKpoD3fYonjPQrW7tARC2evWhbLajV35Ts,167.75,125.0,25.0,10.25,7.5,0
131avjPAsrAv32nhFJs85i6bjh5KbQ1pR1P6t7UjjUM6T64c,163.75,125.0,25.0,6.25,7.5,0
16HwYTS2ZAMUhRKoL11ZYbvjzGLvqxQgDQ9q8jReS2PXPXyC,94.5,75.0,15.0,0,4.5,0
15wNhyHrmzd8bTyr8fejpcYJPPhb57nJfbTS6ZP8zz7X3g11,60.0,50.0,10.0,0,0,0
13mAjFVjFDpfa42k2dLdSnUyrSzK8vAySsoudnxX2EKVtfaq,15.0,12.5,2.5,0,0,0
1djY4CKCHgHKfjKodmY48wd1tHHtXMvLJHyB8auqDs6pLCb,31.25,25.0,5.0,1.25,0,0
1PF1HLL56khkyxPWpDbUoj1xFQZtBjrcVc11f9KUjMB5Mt1,708.4622625000002,12.5,2.5,692.7122625000002,0.75,0
14VhvBxm2FC86BU4ez9o13hyYJVw4GrAUEw1dpwi9M6EUAn8,327.5,250.0,50.0,12.5,15.0,0
12eYngBigSMfwgjK8Fn4qMvwJv8SS7ybCzG853YtE5dw5TRC,121.25,75.0,15.0,31.25,0,0
1YjzDfPjPbr7ySg2pgcqbU7gPWK45CdqmyC1vRmGaTKHU86,131.0,100.0,20.0,5.0,6.0,0
12jXPvrvyLbvrk5WDAKEpxB9sSU5aEyQwSwhprRtiaz1rbW4,21.6875,17.5,3.5,0.6875,0,0
15owWjc2Pc9CSCxrdBBTVFkfcpwQSrYDEXJt4ADDbvMuMRc7,15.0,12.5,2.5,0,0,0
14JW7djjNRo1LqfGL2vHZUHXCLGj8psy5QA9yzdtUeu7ReuT,60.0,50.0,10.0,0,0,0
15dBDiNcayhwxZtZ8sM5ofbeT9qNWwdpAvjaCpaPg41MuzMj,32.75,25.0,5.0,1.25,1.5,0
12xcfRzUZpCZUtSaqW3aBw2WHNVb364gXWiJJyATQUZfUNmx,65.5,50.0,10.0,2.5,3.0,0
1YwLkELyBzi1nc74hmxLwGrJzDhjrimq8E7PTdLGiVqYMqS,15.625,12.5,2.5,0.625,0,0
16VBfWfinyR734huGwZk51gNRyfNEBC7bfvrWWNWAWHPa29B,50.625,25.0,5.0,20.625,0,0
16S9L7cb3GZ1upipeAu1wC27SXefWbMVWDY692bC3LHqrsNY,18.75,12.5,2.5,3.75,0,0
16Xsd2EPRvBj3y2yGAvfYXE8Hom5XidcTdXv9nfNqznkYawE,63.03968999999999,50.031499999999994,10.0063,0,3.00189,0
12xiw7AkPtWwFsLr7fRCZLkqyeYbCXTRqtthbutVFz5grrgU,1124.55,12.5,2.5,1109.55,0,0
14tosEVwbchUsXF9XFZeEFWGCQJqpV8ZgisWQfaSUVa3agcA,15.0,12.5,2.5,0,0,0
14Kji4gGxw2jTWGTHKewR5RXbS9uB5SMNZHJvQHdwnEZdYxc,60.0,50.0,10.0,0,0,0
14gFcNgfp36gn66nxPYLScb2kazSuaRoMAK5euMytAhVHRft,45.0,37.5,7.5,0,0,0
139QgpXujdWEnSNPiyd3ZzQ4SnV2nXTL7yM5CmEKggvLePvi,47.25,37.5,7.5,0,2.25,0
1399Jvc57hLZt3QXog4f36cSphNoDAeWQM9okXPVAsoFyS6J,60.0,50.0,10.0,0,0,0
14QfYrQaDgM5pXCjLmTtNF5cgk3EcncBbdfM3394KhxDdH4Y,30.0,25.0,5.0,0,0,0
16Ptzbyf4LzXFVVQ45ndSeRR4AtwVMC3waaeoz6W6hWPdvEQ,157.5,125.0,25.0,0,7.5,0
13ipe8YCjQPuK5ZPQ5h6RptnxGrRxjq7hCfkViZtSBgtSQai,30.0,25.0,5.0,0,0,0
12uV6JXsFNa29c5jkxkVzRh7GAw9JBBC2UuGYXMk4qLXArfB,15.0,12.5,2.5,0,0,0
12LDDPVCsjbuVvvCp1JQCLadM6fhzTRZoLY8bihThfqJGqAe,31.5,25.0,5.0,0,1.5,0
16MicRbY5KkHP8oAehmHEfssM5h4t7sbVhGprqVxV3uV3Yc5,90.0,75.0,15.0,0,0,0
15UzMKDuv3vzo3dmmtJ4ZBy5H6NyBtvZqMLXM38XHiRe3vFX,18.0,15.0,3.0,0,0,0
12pME4fPiNJpp1bxZcKUzqWKfEk5e1sD7qnf25Y5hhfmdFXp,94.5,75.0,15.0,0,4.5,0
16PuWbEjjyuBQrngQ6hQRouoCLcCbuiq7VCEQ3WsiTALQDnV,450.14087518739996,375.1173959895,75.0234791979,0,0,0
15kPQutjGHmATZAMYeFxFGRd4sXj9Wmzd92CV953d7WmphxV,135.0,112.5,22.5,0,0,0
13j6zBmnF42oDBtCnrZ7MSXv1U3yKPeYbu9JiPnu7CZeKMqm,63.0,50.0,10.0,0,3.0,0
12DzFq9fAkjvJ8aXsjr7pF7YaP8b9yCNmwvXYfcAfPg97rMe,4989.6,3960.0,792.0,0,237.6,0
15YTvjwygsBuBmvn5i4ewvYmi5i4wFopiSBZ271gDpCQWNhP,105.0,87.5,17.5,0,0,0
16kcewWiQGXJPP5UYVn8jskdFB7b8U6GfxXy7sLhXQnt9VFP,300.0,250.0,50.0,0,0,0
13KLek3vupduRMh8oUe41bMKmJDkkCo6R2bNwHNRAEMkq7Fo,180.0,150.0,30.0,0,0,0
162KRpsBGvAhStxTVXTLQkdCnPS3TeaejJx5o3K8Fgc3hCdm,81.0,67.5,13.5,0,0,0
13KKkUtWoTezYowx81b8oXzP2BTVYWbY5qFySZFrZDK1YA2q,15.0,12.5,2.5,0,0,0
1zkRkpCbD2nhB6vMEwxYxAsLh5SYYXXSVmatviKSk86SFFC,30000.0,25000.0,5000.0,0,0,0
12Vf5iExJSzAqMSpj4NWcydvKVLBsB7AzL7GfkkRVRd8jgJ4,48.0,40.0,8.0,0,0,0
145RtHKdoia8FJYdEoEwaqsxXZx8pUoLfQWUT3DGc3rViKKU,60.0,50.0,10.0,0,0,0
13EU4ZRhbSmTpAS9NBnGV7HRnNxhfxHptjrzzyQ2K1k7H25f,30.0,25.0,5.0,0,0,0
16MbCQjF7WmRvJyEYNBLUCSuYTYsiMXDTiaMRdzCmy7FqbHq,21.0,17.5,3.5,0,0,0
13dZpPau3Q1UAddQwyDVmTp47W92WeoVE2g8JfRPopcv45NC,15.75,12.5,2.5,0,0.75,0
15tPw8f2YuWXaX5fa6uY44hBoUqbPgV9xfUTK46FxkMHLGMe,30.0,25.0,5.0,0,0,0
16DmvhR8HHmrfWJ3veDZrNZngLdoWZnXzpSKQ7MfvERwcbvN,225.0,187.5,37.5,0,0,0
14mf8DS9Yp7h77T5BS6fpkvfrxfN5fXoSoY2cuWzqX1wCGku,30.0,25.0,5.0,0,0,0
13ttTYD5JGataEkRgnpNN8o6DA6eZAwLBmYGodcSccwrjRY5,25.0,25.0,0.0,0,0,0
16Rpn8Aftrqgd3wTibnsQxuvGfJhfL27G8NYWGdTQafuoEmF,30.0,30.0,0.0,0,0,0
12mgr6rc23XBNjaedk5caYMynHpMF6j2ErWHPiSPxKWetMYH,52.5,52.5,0.0,0,0,0
15wcpWBRwGey3RYUxUbU4EDY7rSPZ2ZzNhnJ75Ckgkit2bVh,12.5,12.5,0.0,0,0,0
16MU26cEZDqsm1z7VdTYCAbGTtcDbTN8MJ1xrBS6W4cnNKvU,53.0,50.0,0.0,0,3.0,0
12T6YQXP1NtzKpMRgxt2XSbNAwNaPfAHZmkvoC3t3dywuTpD,25.0,25.0,0.0,0,0,0
13in4ow6Hagg2gLKrkbzosBFSqhNPF8xubH4AWLFvoE1NTm4,26.5,25.0,0.0,0,1.5,0
1zn7iuU3n9Mf2ov8D1sPPEjxjLifdoWqaZniafo6nXX5KC6,26.5,25.0,0.0,0,1.5,0
12H7K6kg9m7DDWhrhPXmBwYPy8VPTVMRbsKQ42T1MKhuF1qE,50.0,50.0,0.0,0,0,0
15bAEMBZzUKiYFuexpZPLcyNEHvwxPbT6MYs5JZmtCyUqdTA,24.22495314475,24.22495314475,0.0,0,0,0
13BmqmB4taacDCLTC49GcxwfL9v7xvjmvFeBudg91aGh2sJF,12.5,12.5,0.0,0,0,0
13QDNmdPyeKJfZTdMC49MzAPhGEKLATyNtfSy9YF2oGZMpSQ,12.5,12.5,0.0,0,0,0
1nbfUeWBBEcZ2VXd1TT8yWDtULRvbicpnQHJptD8z8CWhp9,116.25,116.25,0.0,0,0,0
13bGukUQHtog14YSXH1V2ySrpRZZ2GU7oyJefJHGYbQnxRGW,250.0,250.0,0.0,0,0,0
13phrq7gYDgemmCc4xzGm7SCabmGXgQurh4eTYA1XTB4KKqj,37.5,37.5,0.0,0,0,0
1KQ1svmKdmohhA9bXSBStZqcPW4mNiZqwEfAD8KJtiqV89M,250.0,250.0,0.0,0,0,0
14uLCp4mvE4iMu2pNnRBcSpp2wfnopsopwMdns7wCeMRvkM9,50.0,50.0,0.0,0,0,0
15oti8eZpekZSrHDQ1FVHjYR7mpzN3UmWihjV7Kjyhvp3EoB,13.25,12.5,0.0,0,0.75,0
128tKmLHM1qxhFSsXNB18efY4an9mLTZH27kmLCBuu4y5xcD,12.5,12.5,0.0,0,0,0
14rjPBzYwNnb3dfVjCH8L6MR3djRwXEuuomDLeRKzXxyG9ZD,337.5,337.5,0.0,0,0,0
15JB235N33neRxvNuxotHVA6vmkFuTBh6onJ17KsoioWo9bV,25.0,25.0,0.0,0,0,0
155noHREAPVN5TzkNZcdyfbhm46vNeJRC2Hgj95YjwJSgTvK,13.75,13.75,0.0,0,0,0
15XxkgA8xZCwCLuT1qfeZoyCa8o3wDqqnGbdRJkkY4y27qYU,12.5,12.5,0.0,0,0,0
